asin,description,about,aplus
B0BKGNLL53,,"About this item    [EXPANDED FIELD OF VIEW] The telescopes features a 70mm aperture and a 400mm focal length, providing a wider and clearer field of view compared to a 60mm/50mm focal length. In addition, the lens is equipped with multiple layers of coating and high-transmission optical glass, fulfilling your needs for observing the moon and birdwatching. Whether you're exploring captivating lunar landscapes or breathtaking natural scenery, it delivers an incredible visual experience that will leave you in awe.    [EASY TO INSTALL, FOCUS & USE] Equipped with professional grade aluminum tripod, offering superior stable watching experience with highly adjustable heights between 20 to 54 inches for both Adults and Kids. Also comes with the well organized, straight forward user manual PLUS setup tutorial video online to ensure an exceptional smooth installation experience.    [ALL YOU NEED ACCESSORIES] Telescopes for adults astronomy fully loaded with 2 replaceable Kenller eyepieces (K20mm and K9mm) with 20x-44x magnifications, PLUS 5x24 finder scope with crosshair to locate the objects easily. Also equipped with a handy smartphone adapter to utilize your expensive smartphone lens to take sharp pictures/videos thru phone screen, or even further magnify the objects (better than traditional Barlow Lens).    [INCREDIBLE HOLIDAY GIFT] This telescopes is not only suitable for children aged 8-12, but also a perfect gift for fathers, mothers, grandsons, granddaughters—anyone fascinated by the universe. Its easy setup and user-friendly operation also make it ideal for beginners in astronomy. Whether you are at home or outdoors，this cool and innovative tech gift will allow you to create precious moments with your family and friends, enjoying various joyful experiences together.    [LIFETIME WARRANTY AND SERVICE] With over 20 years of industry expertise, our team of technical experts is dedicated to providing exceptional service and support. When you register your telescope with HOROX, you receive a 2-year warranty, ensuring your astronomical journey is backed by an unwavering commitment.",
B07NHCSQFB,,,
B00OJ5Z2NM,,,
B002ML71VQ,,,
B072QWD8GB,,,
B07NHKPTPF,,,
B076BQH5TR,,"About this item    PRECISE ACCURATE GOTO: Computerized, motorized GoTo German equatorial telescope mount capable of accurately tracking astronomical objects for both visual observing and astrophotography    BELT DRIVEN STEPPER MOTORS provide whisper-quiet slewing with renowned precision and accuracy while virtually eliminating Periodic Error    44-POUND PAYLOAD: Beefy, all-metal construction provides 44-pound payload capacity, perfect for all but the heaviest optical tubes    BUILT-IN ILLUMINATED POLAR FINDERSCOPE provides quick and easy polar alignment    42,000plus OBJECT DATABASE: SynScan hand controller with 42,000plus object database will keep even the most experienced astronomer busy for countless observing nights. Tripod Leg Diameter: 2"".Power Type: 12V (4 amp minimum). Latitude Range (degrees): May-65. Mounting Saddle Type: D/V    EASY TO TRANSPORT: Built-in handle for easy transportation and quick setup.",
B083JP3QYJ,,,
B083NPL73W,,,
B079K1DCVB,,,
B0BRY1RH4P,,,
B0922D4XZV,,,
B0038LX8XE,,,
B00006I53P,,,
B09GVB27KV,,,
B08HNJDZHX,,,
B08W8M2RR8,,,
B07V3L3ZSX,,,
B07V3LXMTD,,,
B07G3J9LS9,,,
B01B6FBG0K,,,
B083JW2YJ5,,,
B00XOGP13S,,"About this item    Compact, highly portable binoculars that are ideal for birdwatching, travel, sports, and more    Superb Image Stabilization (IS) using optics technology, equivalent to what is used for Canon EF lenses    10x high magnification ratio with a 30mm/1.18 in. objective lens effective diameter    Porro II Prisms help provide outstanding image resolution and minimize the loss of light    Doublet field-flattener for sharp, virtually distortion-free images from edge-to-edge    Improved power efficiency and battery consumption    Long eye relief (14.5mm/0.57 in.) helps ensure comfort, especially for those with glasses    
   Refined design with non-glossy front cover and a low-reflective exterior for birdwatching and other uses Lead-free glass   Show more",
B081DF1DGZ,,"About this item    Wondering about the health of your ear(Whether there is excess earwax or infection)? Anykit otoscope can help you check and keep track of your ear record.    【APP-Free Otoscope】:With a 4.5-inch full-color screen, users can view the live image of the inner ear directly on the display. No worry about downloading Apps to mess up your cellphone. NO App is required.    【Ultra Slim 3.9mm Camera】: The probe can easily access adult and children's ear canals, with the 720 HD camera sensor and 6 adjustable LED lights, offering a crystal clear view of the tympanic membrane.    【Snapshot and Video Recording: 】 Users can capture live pictures and videos, save to the inserted 32GB memory card and send to their doctors for a quick and easy consultation.    【Package content】: 4.5 inch Monitor, 3.9mm camera probe, Detachable Bracket(Gives users full control & comfort over the device, even when using on jumpy children), user manual, 3x specula, 4x ear picks ( 2 for adult,2 for children), USB charging cable(charger NOT included)",
B07JB9Q3FW,,,
B00UCI27H4,,,
B08JT34483,,,
B0BWKBCPHC,,,
B0BWK9FZ1G,,,
B08FCNCMWC,,,
B09TXTG5CV,,,
B08HP9LMQ8,,,
B0C1JXDKK1,,,
B09ZY12GPX,,"About this item    【2022 Upgrade Point - Larger 10.1-inch Monitor】Using a 10.1-inch angle adjustable LCD screen, Elikliv Digital Microscope EDM202 provides a 42% larger field of view than a 7-inch microscope, allowing you to work more professionally and comfortably.    【2022 Upgrade Point 2 - Taller 10"" Stand】Viewing the whole coin is so easy. This new hdmi microscope is updated from the Elikliv EDM201 microscope with a longer 10"" stand column. So the maximum distance between the lens and the base extends to 6.3 inches. There is no need to install any extension tubes or lift the monitor. Whole coins such as dimes, cents, nickels, coins, dollars, and even large silver dollars can be fully displayed on the screen.    【CMOS Upgraded Version】The Elikliv 2022 upgraded digital microscope is embedded with a large 16 MP backlit CMOS sensor, which greatly improves light sensitivity and noise control. 1300X magnification allows clear viewing of plant and animal specimens, electronics repairing, collection checking and coins observing.    【HDMI/USB Output for Larger View 】 Elikliv HDMI microscope supports any TV or monitor with HDMI port - in the lab, factory, classroom or home. And you can connect it to the PC via a USB cable, and then just run the ""camera"" in Win10 or the ""photo booth"" in iMac/MacBook.Plug and Play!    【Excellent 10X-1300X Zoom 】Allow to zoom in and see the incredible details of observations at a magnification range from 10X to 1300X. Elikliv video microscope also can take pictures and record videos. You can save the images and videos that obtained during the observation process to the Micro card and output. 32 GB card included.    【Smart Touch Dimming Light】The HDMI microscope adopts a specially designed touch LED fill light. Just slide the touch bar to turn on/off or adjust the LED brightness. Easy to operate. Smart IR remote control let zoom pictures smoothly    【Solid Metal Frame Construction】 Made of aluminum alloy base, stand and bracket, this LCD microscope can provide long-term use, and allows doing micro soldering or repairing printed circuit board    【Wide Application, Perfect for Adults and kids Gift】 This digital microscope is very suitable for circuit board testing, watch/clock repair, textile industry, error coin identification, kids education testing, biological observation (not suitable for cells), researchers, jewelry, stamps, plants, QC inspection, it is the popular and meaningful gift for children, students, hobbyists.",
B0BRGT4699,,,
B0C5CH6H66,,,
B079K39M5V,,,
B08BCBK6WX,,,
B09GTPXRN9,,,
B00XQLV11M,,,
B09GVCB6K3,,,
B09TQZQHX6,,"About this item    【HD MAGNIFICATION】10X magnification and 60mm object lens diameter monocular, provides a clearly, bright image and different fields of view, Perfect for Hiking, Hunting, Climbing, Bird watching, Ball games, Concerts, traveling,Watching JLHT Scenery.    【HIGH CONTRAST AND RESOLUTION IMAGES】The Monocular telescope equipped with the B A K 4 prism and fully muti-coated lens, The larger the objective lens, the more light that enters to the monocular, and the brighter the image. Clear image without black bars,it makes Super JLHT Clear and Sharp Images.    【WATERPROOF & FOG PROOF】Compact and sturdy body make it withstand the heavy JLHT weather, the mirror is full of the high-purity nitrogen, waterproof and antifogging. You can use it in raining day and humid environment, and no need to worry about this item.    【Monocular Widely Compatible With Smartphone】JLHT Comes with quick alignment smartphone holder, tripods, Compatible with smartphone, Easy to install, remote control monocular, provide HD images to share with your friends.e with smartphone    【100% satisfaction hours customer service】if you are not 100% satisfied with our product, no-questions asked, we offer a 30-day money back . take action, JLHT buy now! ! !",
B07BR1VPYD,,,
B01APT3LF6,,,
B00D05BKOW,,,
B018SVP2RS,,,
B0197BAEGM,,,
B07BZV48XG,,"About this item    10x magnification and 50mm objective lenses, the Viper HD is a high-end, full-size yet compact binocular that is suited for any hunt. An easy-to-grip, rubber armored chassis with perfectly placed thumb indents provides superior ergonomics.    A high density optical system delivers exceptional resolution and edge to edge clarity. XR anti-reflective lens coatings give bright, full views even in low light situations.    A locking, right-eye diopter tailors each barrels' focus to your eyes. The smooth, center focus wheel provides fine focus control and quick sharp views. Twist-up eyecups rest comfortably against the face and provide customized eye relief.    Argon purging and o-ring seals provide a lifetime of waterproof and fogproof performance. Ultra-hard, scratch resistant armortek protects the exterior lenses from scratches, oil, and dirt.    In the field, you should have no trouble reaching them at a moment’s notice with the included GlassPak Chest Harness providing comfortable, protected, strain-free, all-day carry.",
B004803YTW,,,
B01E5IJSMI,,,
B0094JTZOU,,"About this item    40X to 2000X magnification range using four achromatically-corrected objective lenses and two pairs of eyepieces    The adjustable binocular viewing head uses sliding interpupillary adjustment, and can be rotated 360 degrees.    The multi-layer mechanical stage uses precision controls to position the specimen, and coaxial coarse and fine focus knobs for an ergonomic, efficient workflow.    Built-in illumination uses an energy-efficient LED with brightness control, and an Abbe condenser with an iris diaphragm to improve contrast and depth.    This package includes 100 blank slides and cover slips for preparing samples, and a pack of lens tissues for cleanup.",
B0B42CL8PH,,"About this item    80mm Large Objective Lens: This telescope is an 80mm aperture and 600mm(f/6.7) focal length. 80mm aperture to capture more light pictures and multi-fully high transmission coated all-optical lens. Reduce the reflection of light, Enhance image brightness and clarity.R    Powerful eyepieces Optimum Magnification: Our telescope for adults & 8-12 kids & astronomy beginners is quipped with two replaceable excellent-quality eyepieces (25mm and 10mm) for 24X and 60X magnification. 3x Barlow lens trebles the magnifying power of each eyepiece. Magnificate moon up to 72 or 180 times. Also with 5x24 finder scope makes locating objects easy.    Portable & Convenient & Stable: Comes with a phone adapter and an adjustable aluminum tripod. Wireless remote control and carrying bag make it easier for you to portable and capture fantastic images.    Easy To Set Up: To save your time. Even for novices, no tools are required to set up the telescope. quick and easy to focus. Truly realize a no-tool-set telescope—only 5 steps to assemble.    Satisfaction Quality: lifetime maintenance. If you have any questions about the product and service, please feel free to contact us, we will do our best to help you in 24 hours!",
B08HP9KT72,,"About this item    BEST OPTICS, PACKED PORTABLE SIZE: These Swarovski 8x42 NL Pure Binoculars provide unprecedented nature experiences. Keep the overview. The 8x magnification in combination with the enormous field of view lets you completely immerse yourself in nature - even during the late hours of the night    LARGE FIELD OF VIEW: The large field of view (477 feet at 1000 yards) with almost indiscernible edges allows you to experience nature as never before � and immerse yourself in the moment. This large field of view combined with the compact design of the binoculars and superb ergonomics takes the viewing experience to the next level    DETAILED IMAGES: SWAROVISION technology with innovative lens coatings provides excellent color rendering with high light transmission guarantees stunning images with incredible color fidelity. Featuring pin-sharp contours, high-contrast and true-to-life images, you can make out every single detail for quick and easy identification. Field flattener lenses deliver an almost flat, completely distortion-free image � right up to the edges    CONVENIENT DESIGN: Keeping friction to a minimum was the key when working on the focusing mechanism. Precision threads and optimum surfaces all play their part in ensuring easy mobility. A new mechanical system has been designed to position the focusing mechanism in the binocular�s revolutionary ergonomic housing",
B00AM5XB5O,,,
B079JVXQ86,,,
B09GV5J647,,,
B00K6E1U1I,,,
B094CRHFMP,,,
B07WVT6Y7F,,,
B08YWKVNLT,,,
B005N10H18,,,
B01M22XVR2,,"About this item    92% Light Transmission - The Ultra-FL Concept is containing several SCHOTT fluoride glasses for absolute color fidelity, brightness, clarity and the finest resolution of details, even in the harshest conditions and most challenging environment.    Extremely wide field of view - The wide field of view of the ZEISS Victory SF binoculars increases the observable area of interest by up to 20% in comparison with other binoculars.    True-to-life image quality - The ZEISS Victory SF family was developed to master the most demanding situations encountered in birdwatching. The optical performance was maximised with a UFL Concept.    SmartFocus Concept - The outstanding SmartFocus concept allows you to respond as quickly and intuitively thanks to the improved focusing speed. The focusing wheel is positioned in the triple-link bridge to allow for a comfortable, natural hand position.    A clear view, whatever the weather - LotuTec coating for the lenses of binoculars and spotting scopes that enables a clear and unhindered view in all weather conditions.",
B00CHOFU8Y,,,
B0BNQ84Z9R,,,
B08SJ3LZ3P,,,
B017I1SA3C,,,
B08KSKR5YL,,"Exceptional Design: This spotting scope system combines exceptionally flexible modularity with optical perfection. The objective lens can be changed to suit any viewing situation    SWAROVISION Technology: Extreme detail recognition is offered at crucial moments thanks to SWAROVISION technology. This technology redefined the concept of optical quality    Fluoride-Containing HD Lenses: Field Flattener lenses provide unprecedented peripheral definition, fluoride-containing HD lenses minimize color fringing, while optimized coatings ensure maximum color fidelity    115mm Objective Module: The 115mm objective module raises the bar with the largest lenses on the market. This gives you a crucial benefit, particularly at dawn and dusk",
B00K9SYPAE,,,
B08KHCR1YF,,,
B01GINAWYG,,,
B018T43B72,,,
B09836V1BD,,,
B004WFYG0Y,,,
B0953GG4RQ,,,
B01CESXRBE,,,
B095XQVTNM,,,
B01N9MQ7U5,,,
B0744MJ943,,,
B013XR0DNA,,About this item    The purchase Includes Swarovski Optic SLC 15x56 Binocular Field Bag Eyepiece Cover Objective Lens Cover Lift Carrying Strap Swarovski Optic Lifetime Limited    15x magnification    Hd Optical system fluorite-containing glass offers 93% light transmission enhancing color fidelity and brightness    Lifetime for optics and 10-year for other parts    Incredible 62-degree apparent viewing range,
B09833MGRK,,,
B0BMVDWS4M,,,
B07NHS5LYN,,,
B0B3JSRZFJ,,,
B07V3L7P3P,,,
B005FY4N4U,,,
B07VY3CDG7,,,
B0BL12DHG1,,,
B01E0GSLK0,,,
B09K2B62MB,,,
B001TI9Y2M,,,
B086YR13BY,,,
B006U0Z3BA,,,
B00AZDDARW,,,
B07V3L47LB,,"About this item    10x magnification & 50mm objective lenses, these Diamondback HD binos are optimized with select glass elements to deliver exceptional resolution, cut chromatic aberration and provide outstanding color fidelity, sharpness and light transmission.    Fully multi-coated lenses increase light transmission with anti-reflective coatings on all air-to-glass surfaces. Dielectric coating provides bright, clear, color-accurate images. Armortek coating protects exterior lenses from scratches, oil and dirt.    Adjustable eyecups twist up and down for comfortable viewing with or without eyeglasses. Center focus wheel adjusts the focus of both binocular barrels at the same time. Diopter (located on right eyepiece) adjusts for differences in a user's eyes.    Rubber armor provides a secure, non-slip grip, and durable external protection. Binoculars are tripod adaptable allowing use on a tripod or car window mount.    Argon purging and o-ring seals provide water and fogproof performance in all environments. Rugged construction withstands recoil and impact. Includes GlassPak harness.",
B088GVB2S5,,,
B01MQVXHUM,,,
B07YCYMQG1,,,
B078XQWQ96,,,
B06XSM4R74,,,
B000GUHOYE,,,
B0058RM9CM,,,
B0BGVWTXX8,,,
B00K6E1VUS,,,
B009VUPIKM,,,
B08NSL6CDZ,,,
B0C2V1KLCW,,,
B0BN7QQQ1D,,,
B075WNJGCQ,,,
B07B9Q7H4B,,,
B08R58FHFH,,,
B0BX8TS5Y8,,,
B0BKQV6GN3,,,
B079JQNK4J,,,
B0BTKWCGVZ,,"About this item    Binoculars 20X25,with 16mm large eyepiece,20X25 binoculars provide high definition without a color-changed or blurred image. The 20 magnification boasts a viewing field of 399ft at 1100 yds,and delivers large and clear details.    Compact binoculars,lightweight,BAK4 prism.Multiple layer coated aspherical lenses elements for light reflection and minimal distortion, better image brightness, contrast and quality, even in low light condition. The binoculars provides brighter,clearer images and more comfortable observation for you. Because of 99.68% Light transmission, You can easily get bright, contrast images, and non-chromatic aberration.    Easy to Focus,Compared with other large and heavy binoculars,This compact binoculars fold up for easier placement in a pocket or backpack and can be carried around as they weigh just 0.5lb. moderate size for both kids 8-12 yrs old and adults to use. Made of shockproof and soft silicone, it can protect your and your kids' eyes.    Low Light Night Vision,the external non-slip rubber armor of the binoculars can absorb shock while provide a firm grip, offering you excellent user experience.Based on this our binoculars also provide low light night vision.    Waterproof binoculars,Daily Waterproof fog-proof body with rubber coated finish, durable and portable for outdoors, even suitable for hostile environment. These small binoculars are used for various activities, such as bird watching, hiking, hunting, sports and other ""on the go"" activities.",
B08QFHXKL6,,,
B01DXXN46M,,,
B00B7LQARS,,,
B09GTMZH2X,,,
B09WYD5M4B,,,
B00UCEP7Q6,,,
B00OJ5YK3A,,,
B07F7ZR9NN,,,
B09TWWZ5DR,,"About this item    PATENTED STARSENSE SKY RECOGNITION TECHNOLOGY: This one-of-a-kind telescope uses patented, award-winning StarSense sky recognition technology and your smartphone to analyze star patterns overhead and calculate its position in real time.    STARSENSE EXPLORER APP: The app generates a list of the best objects to view based on your exact time & location. View planets, brighter nebulae, galaxies, and star clusters from the city PLUS fainter, deep sky objects from darker sites.    LARGE APERTURE 8” NEWTONIAN REFLECTOR: A high-quality parabolic primary mirror and high-reflectivity XLT optical coatings give you enough light gathering ability to view all the best celestial objects.    MANUAL DOBSONIAN BASE: Large diameter altitude bearings with variable tensioning and Teflon azimuth bearings make it easy to point and aim your Dob. Follow the on-screen arrows to your desired target. When the bullseye turns green, it’s ready to view.    UNBEATABLE WARRANTY & SUPPORT: Buy with confidence from Celestron, a leading telescope brand in California since 1960. Your purchase includes a 2-Year US Warranty and unlimited support from our team of US-based experts.",
B000ARFND2,,,
B00LAX52IQ,,,
B002UQ2FBE,,New EL with Swarovision Technology    Field Flattener Lenses    Long Eye Relief    HD lenses minimize color fringing    Improved viewing comfort,
B07PVMRZQH,,,
B00AZDDATU,,,
B0BYYY51HJ,,"About this item    [High Magnification] WF25X eyepiece alone or with 2X lens, cooperate 4x 10x 40x objective lenses, biological microscopes offers 6 magnification settings, 100X, 250X, 1000X, 200X, 500X, 2000X.    [Coarse and Fine Focus] Monocular Microscopes with solid metal frame and coarse/fine focusing knobs, ensures detail and precise focus adjustment, crate a image more clearer and sharper.    [Dual Illumination System] Top and bottom LED simultaneously brightfield, a 0.65 NA single-lens condenser with disc diaphragm, provide high-resolution color-corrected images.    [Complete Accessories] It comes with wire shutter, 10 operating accessories, 15pcs microscope slides set, carrying bag. Meet all your biological observation need.    [Practical Educational Tool] This 100X-2000X biological microscope is designed to help students/kids/adults/beginner/amateur scientist/hobbyists exploring the fantastic world of the life. It is ideal for school,laboratory or home teaching, one-on-one instruction.",
B079K2KL17,,,
B0B6FRRCKC,,,
B08XYTR8HT,,,
B09VPH33J8,,,
B0073V4MTY,,,
B09VPP5G59,,,
B095S4G6GC,,,
B000MLL6R8,,,
B0BTV6ZXDG,,"About this item    Irrelevant attribute    Irrelevant attribute    1080P HD Ear Cameras: The overall design reduces the weight of the earwax removal kit. When using it for the first time, please get used to the touch of the ear pick in the ear canal and move it gently and slowly. Built-in 350mAh rechargeable battery, the continuous use time can be up to 90 minutes when fully charged, and the standby time can be up to 30 days.    3 Types of Ear Pick Arcs: Note that before each use, please put the silicone sleeve tightly on the ear pick. We have solved the problem of easy breakage of ear pick and reinforced it. Use a silicone sleeve on the outside of the ear pick to avoid scratching the ear canal. You can choose the arc of the ear pick that suits you. Please do not try to break the ear pick.    Wide Range of Uses: Ear wax remover suitable for adults, children, pets, check teeth, nasal cavity, throat, scalp roots, and other body parts. If you are not proficient in the use of otoscopes, it is not recommended for children and pets on the move.    Support IOS, Android, Other Systems: Scan the QR code and download the APP. Press and hold the ear wax removal with camera switch button for 3 seconds to turn on, and connect to the ear wax camera via WIFI to start using it. Bluetooth connections are not supported. The built-in WIFI does not have Internet capabilities and will not access your data. Please use it with confidence.    Packing: Otoscope with light X 1, charging cable X 1, ear pick accessories X 5, ear pick storage bottle X 1, earwax removal 8-piece set (Black), instruction manual.",
B08747PYZJ,,,
B006U3ZIVC,,,
B08R5DRBKV,,,
B0BZ85LRX7,,,
B087QF46HP,,"About this item    OUR EUROPEAN COMPANY HAS OVER 96% SATISFIED CUSTOMERS - High customer satisfaction with astronomical telescopes. Our telescopes are designed for children and adults, for beginners and professionals. Enjoy the sky at its best, only with the best astronomy telescope from Amazon catalog. If you are not satisfied, you will get your money back!    FLEXIBLE OPTICAL SYSTEM - Combine 3 eyepieces of 25mm, 10mm and 6mm with the included 3x Barlow lens to adapt the power of the Slokey 50080 to any situation. Choose from 20x, 50x, 83x, 150x and 250x magnifications to observe the Moon, planets or even the deep sky. With a dedicated focal length eyepiece, it will be easier to adjust the magnification to perfection for each type of observation. In addition, you can set the power and manage the brightness of the images in a pre-optimized way.    SUPERIOR OBSERVING EXPERIENCE - The simple design of the Slokey 50080 makes it perfect for easy setup and enjoyment in every observing session. It is the recommended choice for many customers looking for stable professional viewing with its stainless steel tripod with three pre-assembled legs. It also features a red dot pointing system (Reflex technology) to help you set up your view and a business phone adapter, so you can zoom in even further and take unique pictures.    EXCEPTIONAL OPTICAL QUALITY - 3.1'' aperture and 19'' focal length for precise, high-resolution images for deep sky exploration. The lenses of the Skyways 50080 are coated with FMC technology, making the image resolution higher, sharper and brighter than in other telescopes. See all the vivid details of Saturn's rings, Jupiter's moons, the Andromeda Galaxy, the Orion Nebula, the Pleiades and more.    QUALITY MATERIAL FOR STABILITY AND DURABILITY - The perfect telescope for amateurs who don't want to spend a lot of time on maintenance. The 50080 is made of sturdy material, guaranteed for 2 years. The professional tripod is made of quality stainless steel, making it perfect for maintaining stability during all future sky observations.",
B000GUFOBO,,"About this item    NEXSTAR 4SE COMPUTERIZED TELESCOPE: Celestron’s iconic orange tube telescope combines 4"" Maksutov-Cassegrian optics with updated technology and the latest features for an amazing stargazing experience for beginners and experienced observers alike.    4-INCH APERTURE MAKSUTOV-CASSEGRAIN TELESCOPE: 4-inch primary mirror packs enough light-gathering ability to deliver impressive views of the Moon and planets, along with deep-sky objects like the Orion Nebula, while retaining a compact form factor.    FULLY-AUTOMATED GOTO MOUNT: With a database of 40,000+ celestial objects, NexStar SE's GoTo mount locates and tracks objects for you. It's the perfect telescope for astronomy beginners. NexStar SE is also compatible with StarSense and SkyPortal WiFi.    EASY TO SET UP & USE: Assembling the telescope takes just a few minutes.Once you're set up, built-in SkyAlign technology helps you align the telescope fast. When you're done observing, the telescope breaks down into small components for easy storage.    UNBEATABLE WARRANTY & SUPPORT: Buy with confidence from Celestron, a leading telescope brand in California since 1960. Your purchase includes a 2-Year US Warranty and unlimited support from our team of US-based experts.    BONUS FREE STARRY NIGHT SOFTWARE: Your Celestron NexStar 4SE includes a free download of Starry Night Special Edition, one of the top-rated astronomy software programs. Simulate the night sky, learn about celestial objects, & plan your observing session.",
B0BW3NHLR6,,,
B01B6FBHV8,,About this item    Multilayer-coated kenses for brighter images    High-reflectivity silver-alloy mirror coatings for a bright and clear view    Turn-and-slide rubber multi-click eyecups    Water Proof and Fogproof,
B01N23V0CR,,,
B08R5WTV86,,,
B0C2P6RY4Q,,,
B07VWKTQS6,,"About this item    Multicoated Lenses: 10-22x magnification the eco-glass, Bak4 Porro Prism lenses deliver bright and clear images in most lighting conditions    Ergonomic Binocular Design: These binoculars are lightweight and comfortable to hold for extended periods of time, great for bird watching, hunting, outdoor, sports, and more    Smooth Focus: Easy-to-reach Fingertip Zoom Control Knob allows for quick and easy adjustment of the binoculars' magnification from 10 up to 22-power in addition to a central focus knob    Design: Rubber-armored coating ensures a non-slip grip, even in wet conditions while the turn-and-slide multi-click rubber eyecups allow users to adjust the eye relief for a custom fit    What You Get: Aculon A211 10-22x50, Case, Lens Caps, Strap, Tripod Adapter, Nikon Lens Pen, and a Lumintrail Micro-Fiber Cleaning Cloth",
B01N249ENQ,,,
B0001HKIK4,,,
B01DXXN228,,,
B0BTH5WFLB,,,
B0172UR7QU,,,
B07V3L3KFC,,,
B0B3JPP9T8,,,
B0B3CR9NBJ,,,
B0B1ZMW15Z,,,
B0934GR17K,,,
B0039ZNSKM,,,
B08SC94HGT,,,
B08R5HCZ73,,,
B002UQ71HC,,,
B00B73JP0K,,"About this item    PERFECT BINOCULARS FOR EVERY ADVENTURE: A great match for everyone from beginners to mid-range outdoors and birding enthusiasts. The perfect combination of premium build and portability.    TOP-RATED GLASS OPTICS WITH IMPRESSIVE SPECS: Fully multi-coated lenses for brighter images, more contrast and highest resolution with phase-coated BaK-4 prisms, 10x magnification power, and 6.5-foot close focus.    ROBUST, WATERPROOF MID-SIZED BODY: Incredibly precise build and design that offers protection from outdoor elements. Features a waterproof fogproof, rubber-armored, polycarbonate housing    ALL YOU NEED IS INCLUDED: Take this Binocular with you anywhere. We’ve included a compact carrying case, objective lens caps, an eyepiece rainguard, a neck strap, a lens cloth, and an instruction manual for easy use on the go.    UNBEATABLE CUSTOMER SUPPORT: Buy with confidence from Celestron, a leading binocular and telescope brand, based in California since 1960. Your purchase is backed by unlimited access to technical support team",
B07N7TN5S3,,,
B00U6AJ0FK,,,
B00X4LBKZG,,,
B0C2P8BD9Z,,,
B0BDRZXH1X,,,
B0021LMTHI,,,
B0BJ6T91RZ,,,
B089MYFDP5,,,
B004P1IMFA,,,
B0007UQNKY,,,
B01MZ60R24,,,
B0BK9BCSRZ,,,
B07TMQJV1H,,,
B07CJ7M2GS,,,
B09N6YSVRP,,,
B01CESY1OQ,,,
B00161ZI4A,,,
B01B6OR8AS,,,
B08295RZTM,,,
B09SGJL73P,,,
B09Z8DZZFX,,,
B077M1MVPR,,,
B06XB45N9K,,"About this item    88% LIGHT TRANSMISSION - SCHOTT ED - glass with a hydrophobic multi-coating provides optical clarity and precision in all situations.    COMFORTABLE, FAST FOCUSING - The large, smooth and easy-to-grip focus wheel makes focusing particularly easy and, most of all, quick on a ZEISS Terra ED. You'll notice the advantages of Terra ED binoculars as soon as you pick them up: your index finger automatically lands on the focusing wheel. You'll never again need to think about how you hold the binoculars when something exciting suddenly happens in front of you. In next to no time, you'll have it sharply in focus.    COMPACT, LIGHT & ROBUST - With its its waterproof casing reinforced with glass fibers, the ZEISS Terra ED satisfies the high standards of nature lovers. The construction is compact, light and robust. Easy to fit into any bag and nearly indestructible, the ZEISS Terra ED is the perfect companion.    ZEISS T* COATING - Guaranteed brilliant, high-contrast images, particularly in adverse light conditions and twilight. The coating is tuned to each lens individually for maximum clarity.    A CLEAR VIEW IN ANY WEATHER - There are always exciting things to be seen in the world of nature, even in wet weather. ZEISS developed LotuTec as a coating for binoculars and scopes that enables a clear and unhindered view in all weather conditions.",
B016OK3MK4,,,
B089QSVSQZ,,"About this item    Ultra-High Definition View: These ultra-high definition binoculars have exceptional edge-to-edge clarity, sharp detail enhancement, ultra-clear brightness, and true color representation    Top-Tier Viewing Experience: Athlon Optics Midas provides ED glass for a sharper image, an edge-to-edge system for image clarity, and a ESP dielectric coating for accurate color reproduction    Lightweight & Durable: Magnesium chassis is as tough as a metal chassis but more lightweight; tough XPL lens coating prevents scratches and dirt buildup    Versatile Use: Use these binoculars for hunting, long-range targets, birdwatching, stargazing, or as travel accessories    Built for the Outdoors: Athlon is a proud US sports optics product company; we are devoted to delivering superior quality optic products and outdoor accessories at a competitive price",
